id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt30970632,6.8,0,Franco García Becerra,Annemarie Gunkel,"Two sisters who are marked by a blood difference share disturbing universes. In the countryside, their broken relationship is put to the test.",83,Raíz
tt30970938,0.0,0,Christopher Nkem Okafor,Roberta Uti Okpako,none,90,Mr Patrick Wahala in America
tt30971388,0.0,0,Tessa Blake,Tessa Blake,none,0,Boundary Waters
tt30971472,6.9,0,Hikmat Rahimov,Hikmat Rahimov,none,0,Apatiya
tt30971598,8.5,0,Rikiya Imaizumi,Jun Hagimori,none,119,Eiga Karakai Jôzu no Takagi-san
tt30972437,4.4,0,Robert L. Parker III,Robert L. Parker III,none,80,A Stripper's Dance
tt30972487,6.5,0,Randy Holloway,Todd Burton,"In suburban Ohio, a successful singer and music producer's pursuit of a peaceful life is marred by his grown son's involvement in the drug game.",0,It's All or Nothing
tt30972648,0.0,0,Hannah Yoseph,Hannah Yoseph,none,0,Wisdom's House: Director's Cut
tt30972810,6.7,0,Bingjia Yang,Bingjia Yang,none,90,Mu zhong wu ren 2
tt30974961,0.0,0,Bailey Lock,Bailey Lock,A 27-year-old man drives toward the South of France in a Ford and invites a young man and his sister on his aimless journey.,82,Going South
tt30976412,0.0,0,Diego Gottheil,Diego Gottheil,none,116,La Herida
tt30982333,6.6,0,Pedro Antonio,Pedro Antonio,none,105,Evidências do Amor
tt30982518,0.0,0,Tripati Sahoo,Nirmala Nayak,none,152,Akash Vani
tt30982785,7.0,0,Antonella Sudasassi,none,"Raised in a repressive era where sexuality was taboo, Ana, Patricia, and Mayela found their understanding of womanhood based on unspoken rules and implicit impositions. Now, their fearless voices incarnate in a single 65-year-old woman, who revisits a kaleidoscopic life of intertwined memories, secrets, and hidden desires.",90,Memories of a Burning Body
tt30984911,8.5,0,Talha Kemiksiz,Talha Kemiksiz,none,103,Sehnsucht nach Firdaws
tt30985567,0.0,0,Andre Dixon,Thomas Freeman Jr.,none,0,Get Close 2
tt30985611,2.8,0,Amir-Abbas Rabiei,Amir-Abbas Rabiei,none,0,Ahmad
tt30989079,0.0,0,Choi Yi-hyun,Kim Byeong-Ok,none,95,Father-in-law and Son-in-law
