id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt30420854,7.1,0,none,none,"A feisty widower with pre-dementia symptoms teams up with a weak-hearted neighbor to escape nursing home prospects and take a back road trip to a full-scale replica of Noah's Ark in Kentucky, trading cars and license plates to outwit pursuers.",147,Fly Old Bird: Escape to the Ark
tt30423626,0.0,0,David Moore,Tony Herbert,none,83,Drunks Have Whiter Teeth
tt30430343,0.0,0,none,none,none,72,Emo Valley
tt30439035,7.4,100,Ray Yeung,Ray Yeung,"Angie and Pat are a couple living in Hong Kong who have been together for over four decades. After Pat's unexpected death, Angie finds herself at the mercy of her extended family as she struggles to retain both her dignity and the home that they shared for over thirty years.",93,All Shall Be Well
tt30440590,7.3,0,Asli Özge,Asli Özge,"Faruk, a man in his 90s, becomes the central character of his daughter's film about the impending demolition of his block of flats. Simultaneously, Faruk attends building management meetings, hoping to delay the demolition process of the building he has been living in for decades. Gradually reality and fiction intertwine and the line between the two starts to blur. Shot in authentic locations and based on real characters and events, Asli Özge's new film offers a unique and intimate look at the life of an elderly man in the bustling city of Istanbul exploring not only the implications of gentrification but also the complexities of a father-daughter relationship.",97,Faruk
tt30441039,7.1,0,Santiago Lozano Álvarez,Santiago Lozano Álvarez,none,87,Yo vi tres luces negras
tt30448138,7.4,0,Umair Nasir Ali,Ali Abbas Naqvi,"A determined young woman dreams of shattering stereotypes to play cricket for Pakistan's national team. Her brother, once a rising star himself, grapples with his past.",153,Nayab
tt30454120,8.5,0,none,none,none,118,Palayam PC
tt30460177,6.1,0,Han Yan,Zhi Zheng,0,113,Bei wo nong diu de ni
tt30462882,8.1,0,Bhupinder Singh Bambrah,Nasir,none,136,Jatta Dolie Naa
tt30467885,7.0,0,Joachim Lang,Joachim Lang,none,135,Führer und Verführer
tt30468799,0.0,0,Colin Hickey,Colin Hickey,none,82,Perennial Light
tt30470734,0.0,0,none,none,none,0,none
tt30474564,7.5,0,Aleksandra Frank,Larisa Bravitskaya,none,93,On+Ona
tt30474682,0.0,0,none,none,none,0,Podrostki. Pervaya lyubov
tt30475140,0.0,0,Sarik Andreasyan,Sergey Volkov,none,0,Muzhskoe slovo
tt30475191,0.0,0,Simon Bagdasaryan,Oksana Seropyan,none,0,Postuchis v moyu Tver
tt30475201,0.0,0,Aleksandr Boguslavskiy,Viktor Bondaryuk,none,0,Vstretimsya vchera
tt30476184,0.0,Kerwin Berk,Kerwin Berk,130,Kintsukuroi,0,0
tt30476486,7.8,0,none,none,none,0,Haikyuu!! La batalla del basurero
tt30476508,7.2,0,Dimas Anggara,Indra Bayu,none,107,#OOTD: Outfit of the Designer
tt30478127,5.4,0,Sunny Chan,Sunny Chan,"Three couples appear to be happy on the surface, but are privately in pain. Their wedding banquets are fraught with misunderstandings, suspicion, resentment and love.",133,Faan hei gong sum 2
tt30484671,7.9,0,Volkan Zengin,Volkan Zengin,none,0,Sahmeran Efsanesi-Tulhan
tt30486118,5.7,0,Giovanni C. Lorusso,Giovanni C. Lorusso,none,73,Song of All Ends
