id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt30802667,"5,0",none,Adnan Güler,Deniz Isik,none,none,21 Numara Askin Tadi
tt30803405,none,none,none,none,none,none,none
tt30808048,none,none,Jim Menza,Jim Menza,none,98,"Goons, Guns and the Gumshoe"
tt30818935,"8,1",none,none,none,none,81,The Eye of the Salamander
tt30821917,"5,0",none,Jérémie Sein,Fanny Burdino,,78,L'esprit Coubertin
tt30827600,none,none,Garrett Williams,B.J. Williams,,73,Believers
tt30828117,"5,4",none,Bone Jawnson,The Zombie Fueligans,none,83,The Legend of Crick Foot
tt30829309,"7,0",none,Han Han,Han Han,none,121,Fei chi ren sheng 2
tt30829724,none,David Cocheret,Paul de Vrijer,none,Multiplayer,,
tt30832351,"4,8",none,none,none,none,100,I soliti idioti 3: Il ritorno
tt30835291,"9,2",none,Isaac Gale,Andrew Broder,,95,Swamp Dogg Gets His Pool Painted
tt30836045,none,none,Jianxi Chen,Gary Wang,none,none,Bai she: Fu sheng
tt30836377,"9,0",34,none,none,"Michael Newman (Adam Sandler) seems to have it all but his wife, Donna (Kate Beckinsale), is increasingly frustrated by the amount of time he has to spend at work. Michael cannot find time to be at home until he meets an eccentric inventor (Christopher Walken) who gives him a universal remote that controls time. At first he happily skips the boring times until he realizes the remote is in control of his life and he learns to cherish all the precious moments with his family.",110,Click
tt30840535,"5,4",none,Fifth Solomon,Toni Gonzaga,A college student (Cha Tae-hyun) becomes involved with a self-centered young woman (Jun Ji-hyun) who humiliates him at every turn.,117,My Sassy Girl
tt30842302,none,none,Robert Ker,Robert Ker,none,none,S.N.S.O.B - Supernatural Squad of Badasses Part 2
tt30844333,none,none,Ryan Richmond,Blame the Comedian,none,65,Rickey Smiley Presents: 3 the Hard Way
tt30848809,none,none,James M McCann,James M McCann,none,97,Portal to the Abyss
tt30850554,"4,2",none,Jorge Nisco,Luis Bernardez,,104,Jaque Mate
