id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt17590672,none,none,Claudiu Oprea,Claudiu Oprea,none,none,Scorpion
tt17731524,none,none,Dave McClain,none,none,none,Valhalla Awaits
tt18213692,none,91,Wade F. Jackson,Wade F. Jackson,"Famed stage actress Elisabeth Vogler (Liv Ullmann) suffers a moment of blankness during a performance and the next day lapses into total silence. Advised by her doctor to take time off to recover from what appears to be an emotional breakdown, Elisabeth goes to a beach house on the Baltic Sea with only Anna (Bibi Andersson), a nurse, as company. Over the next several weeks, as Anna struggles to reach her mute patient, the two women find themselves experiencing a strange emotional convergence.",88,Persona
tt18556552,none,none,Shaun Hume,Shaun Hume,none,none,The Falling Sun
tt19368948,none,none,Stefania Rocca,Carlo Capasa,none,100,L'ora di tutti
tt19898506,none,none,Ana Patricia Angulo Nicosia,Paco Castillo,none,90,Paralelo 7/9
tt20407238,none,none,none,none,none,none,The Dream Fisher
tt20411966,none,none,Peter Tyrrell,Peter Tyrrell,none,107,Should Have Waited
tt20453194,none,none,Hussain Ahmad,Hussain Ahmad,none,85,The Satire
tt20923242,none,none,none,none,none,none,Our Family Pride
tt21065476,"7,4",none,Rafael Portillo,Rafael Portillo,A Hollywood stuntman and his lovely doctor set out to discover who drugged him and surgically removed his kidney.,23,The Donor
tt22022452,"7,9",none,none,none,none,0,Del revés 2 (Inside Out 2)
tt22394800,"7,6",none,Yüksel Aksu,Onur Böber,none,123,Cem Karaca'nin Gözyaslari
tt23461428,"4,8",40,none,none,Aspiring cricketers are unfairly kicked off the team despite their talent. They must deal with and overcome this setback to achieve their dreams.,150,Lal Salaam
tt23747498,"7,0",48,Sarik Andreasyan,Aleksey Gravitskiy,"In 1820s St. Petersburg, Russia, the cynical nobleman Onegin (Ralph Fiennes) finds himself the new owner of a country estate following the death of his uncle. Deciding to abandon the fast-paced city for the leisurely countryside, Onegin takes over the estate. There, he soon befriends his neighbor Lensky (Toby Stephens), who introduces the aristocrat to his fiancee's sister, Tatyana (Liv Tyler). Onegin and Tatyana share an attraction, but Onegin's coldness threatens the relationship.",141,Onegin
tt24176896,none,none,none,none,none,none,Yolun Sonu Nebi
tt24948640,none,none,Lakshman Chaprala,Devgil,none,144,Agent Narasimha-117
tt25785988,"7,0",none,Ekin Pandir,Caner Erzincan,none,125,Hayatla Baris
tt26238738,none,none,none,none,none,none,Vamp Camp: Being a Melodrama in Three Parts
tt26439277,none,none,Ivan Oganesov,Sergey Kaluzhanov,none,92,Mne tebya obeschali
tt26446278,"8,0",100,none,none,,173,El conde de Montecristo
tt26731216,none,none,none,none,"Isaiah Wright has some growing up to do. A year out of high school with no plans for his future, Isaiah is challenged by his single mom and a successful businessman to start charting a better course for his life. Through the prayers of his mother and biblical discipleship from his new mentor, Isaiah begins to discover God's purpose for his life is so much more than he could hope for or imagine.",0,The Forge
tt26731970,"7,7",none,Shô Miyake,Shô Miyake,none,119,All the Long Nights
tt26768685,none,none,Sharan Art,Jass Grewal,none,122,Rabb Da Radio 3
tt27006928,none,none,none,none,none,85,Carbon & water
tt27205186,none,none,none,none,none,none,none
tt27248147,none,none,Sahil Koobrick,Antonio Haseeb,none,none,Concrete Blues
