id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt27626125,none,none,none,none,none,none,none
tt27626427,none,none,none,none,none,none,none
tt27635887,none,none,Felicia Rivers,Felicia Rivers,none,none,Have You Seen My Man?
tt27643369,none,none,none,none,none,none,none
tt27651263,"5,2",none,Johan Nijenhuis,Anne-Louise Verboon,none,113,Amor en Bali
tt27683397,none,none,Michael Börissyuk,Uncle Frankie,none,none,Creepy Uncle Frankie
tt27718213,none,none,none,none,none,none,none
tt27800311,none,none,none,none,none,none,none
tt27827937,"6,1",none,Dmitriy Fiks,Viktoriya Bugaeva,none,105,Lyubvi ne byvaet?
tt27991762,none,none,Chrishawnta Austin,Kikala Diallo,none,none,Diminishing Value of Love
tt28066777,"6,3",91,none,none,"The thing Orion fears the most is the dark. When the embodiment of his worst fear pays a visit, Dark whisks Orion away on a roller-coaster ride around the world to prove there is nothing to be afraid of at night.",0,Orión y la oscuridad
tt28106745,"5,7",none,Goga Mamadzhanyan,Gayk Asatryan,none,83,Neprilichnye gosti
tt28115327,none,none,none,none,none,none,Khodzha Nasreddin
tt28145088,"5,5",none,Marius Vaysberg,Sergey Notarius,none,95,Konets Slavy
tt28225574,"5,2",none,none,none,none,90,Pare parecchio Parigi
tt28240132,none,none,Darius,Darius,none,0,Creepy Man Returns
tt28255934,"8,4",none,none,none,none,72,The Kingfish 2
tt28350395,"3,7",none,Mustafa Kotan,Meric Aydin,none,95,Kardes Takimi
tt28418746,"4,4",none,Egor Salnikov,Levon Ayrapetyan,none,89,Kak ya vstretil eyo mamu
tt28472242,none,none,Melodious Zach,Dave Allen,none,0,The Hay Man
tt28484935,"4,4",none,Elie Semoun,Benoît Drousie,none,90,Ducobu passe au vert!
tt28549038,none,none,Agustinus Sitorus,Agustinus Sitorus,none,114,Harta Tahta Boru Ni Raja
tt28599750,none,none,Jerry Werdann,Jerry Werdann,none,none,Toxic Pixels Part 1
tt28599796,none,none,Jerry Werdann,Jerry Werdann,none,none,John Lick My Nuts
tt28600432,none,none,Jerry Werdann,Jerry Werdann,none,none,Cult Wars: Episode III - Sith Hits the Fan
tt28609799,none,39,Warren Fischer,Warren Fischer,"A surprising romance kicks off comic consequences for a young woman, her mother and her movie star boss as they face the complications of love, sex, and identity.",72,A Family Affair
tt28686247,"7,6",none,Hayato Kawai,Akihiro Dobashi,none,119,Migawari Mission
tt28696532,none,none,Guel Arraes,Guel Arraes,none,none,O Auto da Compadecida 2
tt28743123,"8,2",none,Elliot Diviney,Elliot Diviney,none,58,Gull Lake Vice II: The Delusion Continues
tt28834181,none,none,Renzo Amado,Renzo Amado,none,none,Papá Por Sorpresa
tt29007655,none,none,none,none,none,none,none
tt29040531,none,none,none,none,none,125,Chao bang ming mo
