id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt31472053,none,none,Pablo Llorca,Pablo Llorca,none,97,"Dobla la esquina, el volcán"
tt31472951,none,none,none,none,none,none,Karuvachi
tt31474572,"8,5",none,none,none,none,147,Kaasra
tt31474594,"8,3",none,none,none,none,0,Guadalupe: Madre de la Humanidad
tt31487604,"9,1",none,Manjith Divakar,Manjith Divakar,none,none,The Spoils
tt31491171,none,none,Giovanni Andrea Vinci,Giovanni Andrea Vinci,none,none,Il Mattatoio
tt31492137,"4,6",Jose Abdel Langit,Quinn Carrillo,95,Mapanukso,,
tt31474020,none,none,none,none,none,none,UBUBI
tt31474377,none,none,Indie Phumeza Matino,Bathabile Masudi,A man must avenge his son who was killed in a workplace accident.,46,The Whistle
tt31494700,"6,5",none,Wei Li,Meng Li,none,102,Mo lu kuang dao
tt31495401,"8,3",none,none,none,none,none,Lorii
tt31500673,"8,5",none,Kurt Soberano,Vicente Garcia Groyon,none,111,Under a Piaya Moon
tt31500908,none,none,Bhagwant Kang,Baldev Jeonsinghwala,none,50,Anakh
tt31501393,none,none,Askar Uzabayev,Auez Auezov,none,none,Adam and Alma
tt31502084,"6,0",none,Diyang Liu,Kun An,none,97,You ni zhen hao!
tt31509096,"8,5",none,Adolfo Alix Jr.,Jose Mari Abacan,A broadcast reporter (Holly Robinson Peete) with dreams of being an anchorwoman meets a cameraman (DB Woodside) who challenges her.,96,After All
tt31510846,"8,4",none,Ashissh Kaushik,Ashissh Kaushik,none,none,Uberman
tt31512266,none,none,Nick Lusardi,Nick Lusardi,none,57,Hometown
tt31512365,none,none,none,none,none,none,Evil Orders
tt31511644,"6,9",none,François Péloquin,Sarah Lévesque,none,106,La fonte des glaces
tt31513574,"3,3",none,Zahid Hossain,Zahid Hossain,none,143,Sonar Char
tt31513857,none,none,Stere Gulea,Stere Gulea,none,none,Morometii 3
tt31513891,"8,6",none,none,none,none,107,Good Luck
tt31514108,none,none,Asoka Athaudahetti,Sumithra Rahubadda,none,none,Minnu
tt31514127,none,Er Sanaa Okh-Khotor,Boyuot Dyakonov,90,Khapsyhyy,,
tt31514490,none,none,none,none,none,none,He Loves Me Not
tt31514555,none,none,none,none,none,none,Wax
tt31520137,none,none,Sydney Welsh,Sydney Welsh,none,92,Summa Cum Loser
tt31521321,none,none,Richard Sergeant,Richard Sergeant,Jonathan Davis of Korn visits servicemen and women at Ramstein Air Base.,none,Wounded Warriors
tt31513280,none,none,none,none,none,none,Twisted Marriage
tt31522649,none,8,Tony McCleane Fay,none,"Tim (Ben Stiller) has a chance to invest in Vapoorizer, the latest harebrained venture by his friend Nick (Jack Black). While the details are sketchy, Nick claims it's a chemical that can make any substance disappear. Not expecting Vapoorizer to amount to much, Tim declines -- only to watch the product become enormously profitable. While Tim's life falls apart, Nick's gets better, leading to an unspoken tension between the pair, until the mysterious J-Man (Christopher Walken) gets involved.",60,Envy
tt31522718,none,75,Kenz Day,Noah James Dixon,Four friends navigate life and love on the canals in Southern England.,47,Tides
tt31522736,none,none,Joel Paul Reisig,Jack London,"After winning gold in a bet, young Jack London embarks on a spirited journey that takes him to a native village where he finds love.",82,Son of the Wolf
tt31523061,none,none,none,none,none,none,When We Bloom
tt31523149,"4,3",none,Mai Thu Huyen,Nhat Ha,none,96,Doa Hoa Mong Manh
tt31530648,none,none,James Higgins,Eli Higgins,none,79,The Saguaro Club
tt31530358,"7,6",none,Joel Haver,Joel Haver,none,95,Anyone Else But Me
tt31529833,none,none,Baisakalov Tulepbergen,Talgatbek Abishev,none,none,Sophiya
tt31539969,"5,4",none,Artemio Abad,Roni Benaid,none,49,Kalikot
tt31539980,"6,6",none,David Y. Chung,Geoffrey D. Calhoun,"Susan Shaw finds her past catching up with her when the people around her start dying. Fearing for her daughter Autumn's safety, Susan reaches out to her old friends from her investigative days to try and figure out who's after her.",81,The Past Comes Knocking
tt31531127,none,none,Merlin Tafou,Merlin Tafou,none,60,UBUBI
tt31542031,none,none,Nicolas Guillou,Nicolas Guillou,none,98,Nous serons toujours là! Plogoff 1980
tt31545409,none,none,none,none,none,none,none
tt31556617,"7,0",none,Radu Potcoavã,Radu Potcoavã,none,86,Baietii buni ajung în Rai
tt31565877,none,none,Abdul T. Sesay,Abdul T. Sesay,none,0,The Pushover
tt31566849,none,none,Eshan Haider,Idris Haider,none,none,Chatri Bou
tt31579462,none,none,Melek Öztürk,Mehmet Enver Sarikaya,none,none,Son Dilek
tt31579702,"7,6",none,Erman Bostan,Erman Bostan,none,134,Cadi
tt31581124,none,none,Antoinette Lavalle,Antoinette Lavalle,none,70,Peck
tt31583554,none,none,Benny Aynick,Praveen Varier,none,68,Pakal Iravu
tt30983507,none,none,none,none,none,4,"Happy new year, my love"
tt30983671,none,none,Julian Avella,Julian Avella,none,29,Las cosas que extraño
tt30984027,none,none,Luke Baker,Luke Baker,"Micky Adams (Kelsey Grammer), an eccentric has-been rock musician, loses his grip on reality as his record label looks to drop him and his new ""unique"" albums. In hopes of breaking out of the mailroom, young Charlie Porter (Jackson White) is tasked with traveling to the musician's bizarre home and forcing Micky out of his contract. Micky realizes Charlie could be the key to an artistic breakthrough and the pair's unlikely friendship grows. The odd but powerful bond helps both gain perspective on the music industry, life, love... and the space between.",21,The Space Between
tt30984026,none,none,Ruby Singleton,Bruce Greene,Two businessman try to rekindle their inner fires by sailing across the the North Atlantic Ocean in a wooden row boat.,none,Fish Out of Water
tt30984254,none,none,Zizheng Boris Liu,Zizheng Boris Liu,none,9,Echoes of the Sea
tt30984369,none,none,Kevin Lucero Less,Kevin Lucero Less,none,none,Cease
tt30984394,none,none,Josh Park,Josh Park,none,23,Premium Casket
tt30984521,none,none,Yaw Obrenu Yamoah,Yaw Obrenu Yamoah,none,12,Heroes
tt30985164,none,none,Curt Apduhan,Mary DeRosa Hughes,"In this quiet portrait of Uruguay's juvenile justice system, the country's troubled and neglected youth face few options. While jobs are scarce, prostitution and petty crime are always feasible pursuits. In and out of jail, the film's teen subjects rarely catch a break or secure an entrance into a promising future. As the subjects live their impoverished lives before the camera, harsh questions about the functioning of society and culture arise.",20,On the Margins
tt30985689,none,none,Arash Babaki,Arash Babaki,none,none,Bruise
tt30985781,"9,3",none,Rafa Arroyo,Rafa Arroyo,none,0,Moshpit
tt30988900,none,none,Natalia Vishnya,Natalia Vishnya,none,none,Portrait
