id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt31639025,none,none,none,none,none,20,Double Exposure chapter one
tt31644773,none,none,Gunnar Lindholm,Gunnar Lindholm,none,73,"Bernadotte, Louise & Napoleon"
tt31645675,none,none,none,none,none,118,Holy Flicks
tt31646586,none,none,Youhao Wang,Xiaohe Zhang,none,95,Mao pai te gong
tt31647306,none,none,none,none,none,none,Betting with Ghost
tt31655124,none,Krishnendu Chatterjee,Krishnendu Chatterjee,none,Hangama.Com,,
tt31702121,none,none,none,none,none,59,Snow Going Back: Comic Relief v the Arctic
tt31702171,"4,6",none,none,none,none,60,Is University Really Worth It?
tt31703444,"4,1",none,Florin Babei,Radu Alexandru,none,93,Buzz House: The Movie
tt31709206,"8,6",none,Holger Borggrefe,Elena Jansen,none,none,Einmal richtig
tt30149921,"5,4",none,none,none,none,118,Lohusa
tt31055765,none,none,Jason Maydew,Jason Maydew,none,75,The Cougar Diaries of Liv and Zea
tt31064841,none,none,none,none,"PIECE BY PIECE is a unique cinematic experience that invites audiences on a vibrant journey through the life of cultural icon Pharrell Williams. Told through the lens of LEGO® animation, turn up the volume on your imagination and witness the evolution of one of music's most innovative minds.",none,Piece by Piece
tt31066209,"7,5",none,Joel Haver,Joel Haver,none,99,The Hero's Journey aka My Life aka the Caleb Johnston Story (I'm Caleb)
tt31249049,"8,3",none,Cody Clarke,Cody Clarke,none,47,Stock Shark
tt31317343,"6,0",none,none,none,none,105,Maschile Plurale
tt31325062,"6,1",none,Kajal Arefin Ome,Kajal Arefin Ome,none,55,Love Buzz
tt31325836,none,none,Ian Halperin,Ian Halperin,none,103,Don't F with Pablo
tt31326027,none,100,Zak Baney,Zak Baney,"When her late father challenges her to a treasure hunt with her inheritance as the prize, Kate (Kate Frampton Davis), a reclusive young woman, must venture into the wild unknown to protect her solitary way of life. Ill-equipped for an outdoor adventure, Kate gets lost and joins forces with a pair of feral young men (Vincent Catalina and Jordan Laemmlen) she encounters in the wilderness. Together, the trio must travel far and wide, solving mysteries and hunting clues. When an overzealous government agent (Vince Major) finds out about their mission, Kate must not only try to save her home, but also protect her new friends.",119,Wild Boys
tt31329560,none,none,P.S. Lorio,P.S. Lorio,"When lifelong friends Muriel and Joyce inherit a boat, they never dream their friendship could be headed for rough seas. After Joyce spots a woman from her past, a long-kept secret emerges.",90,Muriel and Joyce Get a Boat
tt31350515,none,none,Justin Miles,Justin Miles,none,none,Baby Bird
tt31350820,none,none,Justice F W Pelton,GIgi Bledsoe,none,73,Operation Heal*arious Season 1 Finale Special
tt31353423,none,none,Tao Tang,Lei Shen,none,78,Bao zou cai shen 5
tt31369148,none,none,Vincent Turner,Vincent Turner,none,none,"Here I am, I'm Jean-Frank"
tt31548505,none,none,Ethan X Evans,Eric Brown,none,none,Toxic
tt31550119,none,none,Zaur Tahirsoy,Zaur Tahirsoy,none,none,Bo Alajen
tt31556158,none,none,Elijah Gordon Young,Marc Fjor,none,93,Rock Creek Express
tt31557623,none,none,Jun'ichi Ishikawa,Masamitsu Nigatsu,none,none,Akabane Honeko no Bodyguard
tt31702706,none,none,Joel Ferrer,Mina Cruz,none,none,Road to Happy
tt31711851,none,none,Arman Rahman Prottoy,Shahajada Shahed,none,40,Mr. Engineer and Miss Doctor
tt31713462,none,none,Martin R. Chantheran,Cellina Jay,none,120,Hero Friend-U
tt31718556,"6,4",none,Akim Isker,Nicolas Lebel,none,0,Tout le monde ment 2
tt31719858,none,none,none,none,none,77,You Ain't Gonna Believe This
tt31713069,"5,1",none,none,none,none,111,Nada más que eso
tt31722398,"8,8",none,none,none,"Exploring the theme of perseverance, through the lens of music, through seemingly lighthearted instances and conversations in engaging with the message of pursuing what makes one fulfilled.",122,Nee Dhaarey Nee Katha
tt31722552,none,none,none,none,none,none,none
tt31723382,"7,2",none,none,none,"In his third Netflix original comedy special, Neal Brennan is feeling pretty great and he’s ready to let you know why. True to form, Neal brings his fresh point of view to hilarious topics ranging from crypto and millionaire mindsets, to his ever-evolving views on mental health and relationships.",53,Neal Brennan: Crazy Good
tt31725592,none,none,Rikard Bergqvist,Rikard Bergqvist,none,150,Tomten är far till alla barnen
tt31727884,none,none,Kamil Cetin,Cavidan Balci,none,105,Cingene Kizi Zeugma
tt31788812,"8,0",none,Cody Clarke,Cody Clarke,none,49,Subway Shark
tt31789237,none,none,none,none,none,59,The Canal Map of Britain
tt31789252,none,none,none,none,none,59,A Whole Lotta Lenny
tt31796004,none,none,P.J. 'Pheello' Makosholo,Mbalizethu Zulu,none,52,Lakhe's Matric
tt31797079,"8,3",none,none,none,none,133,The Defective Detectives
tt31798283,none,none,Gayk Asatryan,Gayk Asatryan,none,none,Lyubov zla
tt31798341,none,none,none,none,none,none,Bitva pap
tt31800329,"7,1",none,none,none,"Wes Anderson adapts four Roald Dahl short stories in an anthology, led by the tale of a gambler who masters an amazing skill.",0,La maravillosa historia de Henry Sugar
tt31805253,none,none,Thomas Roslen,Zach Black,none,45,Colfax Television
tt31805745,"6,5",none,Huynh Anh Duy,Huynh Anh Duy,none,none,B4S: Truoc Gio Yeu
tt31806053,none,none,Naoki Miyahara,Yôichi Katô,none,none,Wandafuru Purikyua! Za mubi! Doki Doki Game no Sekai de Daiboken
tt31149589,none,none,Maxx Capps,John Bonenberger,none,none,Together Now
tt31151718,none,none,Srinath Kannan,Srinath Kannan,none,none,Bulb
tt31151741,none,none,David C. Ruiz,David C. Ruiz,none,none,Pringats
tt31156483,none,none,Mouloud Kay,Oceane Dailly,none,none,Cramés
tt31156874,none,none,Nikhil Jogi,Nikhil Jogi,none,22,Holidays lo
tt31157161,none,Julia Boutteville,Julia Boutteville,none,Fffff,,
tt31157797,none,none,Troy Munson,Troy Munson,none,2,The Tragedy of Joe Johnston
tt31157861,none,none,Mikhaela Rosen,Luka Bayani,none,26,Back to Basecamp
tt31157716,none,none,Gleb Akhanin,Gleb Akhanin,none,none,Int. Apartment: Night
tt31157141,none,none,Christian Thomas Roaas,Christian Thomas Roaas,none,37,Dan Lehwer eller 'Men frels oss fra det onde'
tt31158560,none,none,Hannah Franklin,Hannah Franklin,none,4,The Sitters
tt31163003,none,none,Sam Towle,Sam Towle,none,4,SCONE
tt31164129,"7,1",Ghosal Chandan,Ghosal Pibari,39,Ajobpur,,
tt31168903,none,none,none,none,"William Conrad narrates disaster footage: the Hindenburg (1937), Hurricane Camille (1969), the Andrea Doria (1956), Mount Etna.",none,CATastrophe
tt31170618,none,none,Micah Taylor,Micah Taylor,none,12,It Never Gets Easier
tt31170896,none,none,Bill Doty,Bill Doty,none,none,Sickly Aunt Shelly
