id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt32109331,none,none,Andrew Johnson,Andrew Johnson,none,77,Captain Toad and the Mystery Mine
tt32110003,none,none,Ricardo Herrarte-Lopez,1Tappyanick,none,0,Neighborhood War: The Movie
tt32110151,none,none,Wole Soyinka,Ifeoluwa Ayoola Olutayo,none,0,Governor's Plea
tt32119112,none,none,Madanagopal D,Madanagopal D,none,76,COMBAT Code: Hunt
tt32126636,"6,9",none,none,none,none,93,The Lord of the Monsters
tt32130925,none,none,Chimata Ramesh Babu,Ramesh C.H.R.,none,155,Nenu Keerthana
tt32132740,none,none,Tim Winkleman,Tarren Vercholuk,A mortician kills anyone who threatens a boy he found hiding in the morgue.,0,The Mortician
tt32134802,"9,0",none,none,none,none,146,Seetha Kalyana Vaibhogame
tt32132901,none,none,Hrithik Pihal,Sangam Chettri,none,none,The Manizer
tt32147189,none,none,Matt Mitchener,Matt Mitchener,none,81,Memes & Nightmares
tt32150467,none,none,Daniel Claridge,none,none,74,They're Here
tt32150914,none,none,none,none,none,none,Full Throttle 2
tt32151168,none,none,none,none,none,57,Charming Men: Part 2 - Camilla
tt32151823,"5,9",none,none,none,none,131,Kaale Angrej
tt32160590,none,none,Nakibinge Swaib,Nakibinge Swaib,none,none,The Incredible 7
tt32161271,none,none,Luis Antonio Rodriguez,Gabriela Sanmiguel,none,80,No More Awesome Action Movies
tt32161844,none,none,Rajat Bhardwaj,Jassi Singh,none,90,Guide
tt32161887,none,none,none,none,none,none,Vampires Saga
tt32176689,none,none,Tensai Okamura,Yôsuke Kuroda,none,none,My Hero Academia the Movie: You're Next
tt32176659,"5,4",none,none,none,,none,Abudeka Is Back
tt32187228,none,none,Ryuta Tasaki,Keiichi Hasegawa,none,none,Kamen Rider Gotchard: The Future Daybreak
tt32192757,"4,4",none,Jiang Xuanyi,Zu Ka Er,none,none,Brotherhood of Blades 3: The Embroidered Sword
tt32206571,none,none,Sreekanth Reddy Asam,Sreekanth Reddy Asam,none,none,Lorry Chapter-1
tt32207504,"8,1",none,T R Gowtham Gowda,none,none,none,Partner Kannada
tt32214314,none,none,Marcus Clark,Marcus Clark,none,90,Royal Flush
tt32216057,none,none,Wang Kai,Tat-Wah Lok,none,82,Beacon of ming
tt32219579,none,none,Mister Hero,Ashley Lane,none,70,Super Vixens 8
tt32223312,"6,6",none,none,none,"Lincoln and the Louds are ecstatic to welcome their new Gran-Gran, Myrtle, into the family, but the festivities are cut short when an old nemesis from Myrtle's past appears on the island.",0,No Time to Spy: A Loud House Movie
tt32230604,none,none,Mrinmoy Manash,Gitashree Rajkhowa,none,none,Juz (fight against drugs)
tt32241523,"8,6",none,none,158,Athhoi,,
tt32241578,none,none,none,none,none,none,School of Magical Animals 3
tt32253253,none,Raheem Roher,Raheem Roher,67,Unglorified,,
tt32254400,none,none,Uwe Robert Kaiser,Uwe Robert Kaiser,none,127,Bodyguard for Sweetheart
tt32254860,none,50,Temple Capital,Temple Capital,"Haunted by dark memories of childhood abuse, Evan, a social worker and first-time dad, struggles to keep his need for revenge in check.",80,Bloodline
tt32258691,none,none,Cameron Carollo,Cameron Carollo,none,none,Carjorski Clan: Tale of the Fallen Knight
tt32263034,"7,8",none,Justin Bale,Justin Bale,none,127,Spider-Man: Dimension Rift
tt32263577,none,none,Evan Tramel,Steve Barton,none,70,Quantum Supremacy
tt32276885,none,none,John Gabito Angel,John Gabito Angel,none,none,La Ley de mi Raza
tt32277622,"6,8",none,João Wainer,Patrícia Andrade,none,82,Bandida: A Número Um
tt32277946,none,none,Gap Sik Kim,Gap Sik Kim,none,66,Mu
tt32292858,"4,2",none,none,none,none,92,Opasni shmatki
tt32296336,none,none,none,none,none,83,"War, Royal and Family/Impi Yobukhosi No Sapho"
tt32308617,"8,3",none,none,none,"Savi, a simple housewife, attempts a daring jailbreak to get her husband out of one of England's high security prisons, with 400 inmates, 75 armed guards, 60 surveillance cameras.",126,Savi
tt32307843,none,none,none,none,Purushothamudu,,
tt32308418,"6,6",none,none,none,none,0,Cómo robar un banco
tt32323204,none,none,Eyra Rahman,Saniboey Mohd Ismail,none,91,Mustaqim
tt32323733,"7,2",none,Yue Guan,Nan Shan,none,93,Cruel War
tt32338670,"1,9",none,Mark Atkins,Mark Atkins,"In a post-apocalyptic wasteland, two sisters leave their stronghold to save their wounded mother. Armed only with a muscle car and limited ammo, they race against time and ruthless raiders to secure lifesaving supplies from a distant outpost.",83,Road Wars: Max Fury
tt32341799,"5,9",none,Karim El Sobky,Wissam Sabri,none,120,Shekko
tt32350746,none,none,Jorge Garcia,Jorge Garcia,none,none,'Descontrol'
tt32510548,none,none,Rayma McClure,Preston Blaine Arsement,none,none,ESCAPING 100 Layers of PAPER vs ROCK!
tt32514606,none,none,Tawfeeq Ahmed,Tawfeeq Ahmed,none,155,Bloodshed: Shadows of Betrayal
tt32515527,none,none,The Rouge Brothers,The Rouge Brothers,none,38,Captain Mayhem: The White Fox
tt32516087,none,none,Tyler Davis,Tyler Davis,none,6,S_U_P_R_E_M_A_C_Y
tt32521240,"10,0",none,Marcelo Di Marcio,Marcelo Di Marcio,none,none,Conte Até Três e Manda Ver!
tt32526402,none,none,Graeme Costello,Graeme Costello,none,4,Rovers
tt32538785,none,none,none,none,none,none,La leyenda del ronin
tt32544886,none,none,Christopher Sheffield,Chris Labadie,"Li-san and A-yo get caught in a hotel explosion accident and join the bounty hunters. With Cat, Swan and Bao-bao, they chase $2 million in China, Hong Kong, South Korea, and Thailand.",none,Bounty Hunters
tt32547698,none,none,Daniel Allen,Michael Farrell,none,21,The Final Round
tt32559711,"10,0",none,Elif Omur,Elif Omur,none,13,Umut
tt32574626,none,none,Annie Girard,Annie Girard,none,7,1 in the Chamber
tt32583084,"7,7",none,Samuel Hovde Johannesen,Erlend Sørebø Gulliksen,none,5,Breaching Soldier
tt32587765,none,none,Daniel Saltarin,Jon Evans,none,none,Invisible Strings
tt32590320,none,none,Bertan Berber,Bertan Berber,none,12,Prototype Z
tt32590775,none,none,Ben Staley,Ben Staley,Two friends find some cash but quickly become targets when they tell the wrong people.,5,The Cookie Jar
tt32592114,none,none,Nyaal,Nyaal,none,none,Acolyte
tt32597956,none,none,Gina Crow,Matt Bosack,none,15,Dark in Berlin
tt32604413,none,none,Camilo Jimenez Varon,Camilo Jimenez Varon,none,none,Alerion Aviation
tt32606046,"8,7",22,Spandan Mukherjee,Kaspar Bentley,"In 19th-century Baltimore, Detective Emmett Fields (Luke Evans) makes a horrifying discovery: The murders of a mother and daughter resemble a fictional crime described in a story by Edgar Allan Poe (John Cusack).When another murder occurs, also seemingly inspired by Poe's writings, Fields realizes a serial killer is on the loose and enlists Poe's help in catching the felon. The stakes become personal for the struggling author when someone close to him may become the killer's next victim.",9,The Raven
tt32378849,none,none,Zander Littlejohn,Zander Littlejohn,none,5,You Always Do This!
tt32409057,"7,9",none,Alex Brooks,Alex Brooks,none,4,Big Take
tt32409324,none,none,Stacie Hansen,Stacie Hansen,none,0,The Stolen Artifact
tt32409950,none,none,none,none,none,1,"Rat, Cat, Dog"
tt32572265,none,none,Domshere,Domshere,none,22,Urban Knights
tt32631029,none,none,none,none,"An amnesiac sorority pledge (Daphne Zuniga) has nightmares about her parents (Vera Miles, Clu Gulager) and a stranger.",5,The Initiation
tt32631794,none,none,none,none,none,none,Corrupted
tt32632001,none,none,Tishna Lodi,Tishna Lodi,none,none,Bubbles
tt32632087,none,none,Shôjirô Nakazawa,Atsuhiro Tomioka,none,none,Bakuage Sentai Boonboomger GekijoBoon! Promise the Circuit
tt32635993,none,none,none,none,none,none,He Snatched
tt32641977,none,none,Justin Dobies,Justin Dobies,none,8,The Duel at Bishop Creek
tt32643782,none,none,Ryan Rajcoomar,Ryan Rajcoomar,none,8,Prognosis
tt32644200,none,none,Maxime Durand,Maxime Durand,none,5,Day of the Pay
tt32639372,none,none,none,none,none,none,Possessed- a Minecraft Film
tt32645781,none,none,none,none,none,15,Historia de policías
tt32650532,none,none,Jomi Santelises,Jomi Santelises,none,27,Atracadores Sin Control
tt32654848,none,none,Jared Vaughn,Jared Vaughn,none,none,The Enemy Part 2
tt32655164,none,none,none,none,none,none,Swarm
tt32656214,none,none,Jomi Santelises,Jomi Santelises,none,41,La Venganza De Alma
tt32656258,none,none,Jomi Santelises,Jomi Santelises,none,28,La Maldición De La Hija
tt32656848,none,none,Jomi Santelises,Jomi Santelises,none,41,La Venganza De Andrea
tt32656969,none,none,Jomi Santelises,Jomi Santelises,none,15,El Secuestrador
tt32656986,none,none,Jomi Santelises,Jomi Santelises,none,38,La Venganza De Sasha
tt32657816,none,none,Yigit Altar Batuk,Yigit Altar Batuk,none,10,Sparks 2048
tt32658258,none,none,John Ferrer,Ronald Cranham,none,5,The Milk Situation
tt32664012,none,none,Th3Sm1ler,Alfie Brierley,none,24,Evolved Vs Legendary
tt32670259,none,none,Brian Liepe,Brian Liepe,A young man and woman plan a fake kidnapping.,none,Harmless
tt32677250,none,none,none,none,none,3,Dreaming
tt32678423,none,none,Alfonso Gonzalez-Cano,Alfonso Gonzalez-Cano,An arrogant British TV host (Peter Bowles) races through hell on earth to meet his wife (Carole Nimmons) about a matter of life and death.,none,Running Late
tt32678746,none,none,none,none,none,0,Iron Fist Tie Quan
tt32716939,none,none,Tyrone Hamilton,Tyrone Hamilton,"In this real-life inspired story, pregnant strangers Sarah (Melissa Gilbert) and Linda (Rosanna Arquette) have their children at roughly the same time, but their newborns are accidentally switched at the hospital. Hoping to prove that her deadbeat boyfriend, Darryl (James McCaffrey), is the father of her child, Linda makes him take a DNA test. When he fails, she learns the truth about her son. She contacts Sarah, and together the two women must make a decision about their children's future.",25,Mistaken Identity
