id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt28350704,"9,4",none,Happy Rode,Happy Rode,"An undercover intelligence officer gets admission as a student to Rode College on a secret mission to expose a mastermind, corrupt politician assumed to be associated with international criminals.",168,Rode College
tt28369831,none,56,none,none,In the city of Ahmedabad a family duels with other kite fliers amid India's largest kite festival.,none,Patang
tt28479388,"8,7",none,none,none,,135,Pratinidhi 2
tt28496030,none,9,Andamion Murataj,Andamion Murataj,"Texas Ranger Roland Sharp (Tommy Lee Jones) follows a strict code of behavior and has no patience for those who don't follow suit. When five cheerleaders -- Anne (Christina Milian), Teresa (Paula Garcés), Evie (Monica Keena), Heather (Vanessa Ferlito) and Barb (Kelli Garner) -- witness a murder, Sharp is assigned to keep them from meeting the same fate. But his assignment requires him to go undercover as their coach and live in their house, and so, some ground rules are in order.",110,Man of the House
tt28496969,none,none,none,none,none,none,none
tt28496088,none,none,none,none,none,none,none
tt28510504,none,none,Samuel Hendrian,Samuel Hendrian,none,88,Terrificman
tt28510594,"7,3",77,Jules Rosskam,Jules Rosskam,Past and present collide when an Iranian American transman portals through the LGBTQ+ archive on a dizzying and erotic quest to unravel his own sexual desires.,81,Desire Lines
tt28539356,none,none,Quincy Trent,Quincy Trent,"Davis is a young girl with a bright future, and is about to graduate high school. After witnessing her father's murder, she vowed to avenge her father's death at any cost. Little Does she know, that day may come sooner than she thinks.",64,Weapons of Warfare
tt28547912,"7,6",none,none,none,none,133,Sheriff: Narko Integriti
tt28634210,none,none,none,none,none,none,MSPT the Movie 2: The Crystal Stars
tt28642513,none,none,none,none,"Based on a true story, this film focuses on Leola Mae Harmon (Glynnis O'Connor), a pregnant military nurse who is the victim of a drunk-driving accident. In addition to losing her unborn child, Leola is severely disfigured by the incident. To make matters worse, her husband can't cope with the situation, and she sinks into depression. However, when Dr. James Stallings (Armand Assante) takes an interest in reconstructing Leola's face, her life slowly begins to get back on track.",none,Why Me?
tt28677683,none,none,Nadiin,Nadiin,none,none,Killer - The Hunt
tt28696532,none,none,Guel Arraes,Guel Arraes,none,none,O Auto da Compadecida 2
tt28702491,none,none,none,none,none,none,The Clean Up
tt28704258,none,none,Ai Lene Chor,Leigh Smith,none,120,Sacrifice
